Utility_Number,Utility_Name,State_FIPS,State_Name,NERC_Region_Code,NERC_Region_Long_Name,NERC_Region_Short_Name
6442,"Fleming-Mason Energy Coop Inc",21000,Kentucky,5,Reliability First Corporation,RFC
6443,"Florida Keys El Coop Assn, Inc",12000,Florida,12,Florida Reliability Coordinating Council,FRCC
6452,"Florida Power & Light Co",12000,Florida,12,Florida Reliability Coordinating Council,FRCC
6455,"Duke Energy Florida, LLC",12000,Florida,12,Florida Reliability Coordinating Council,FRCC
6457,"Florida Public Utilities Co",12000,Florida,12,Florida Reliability Coordinating Council,FRCC
6458,"First Energy Solutions Corp.",39000,Ohio,5,Reliability First Corporation,RFC
6491,"Foley Board of Utilities",1000,Alabama,6,Southeastern Electric Reliability Council,SERC
6567,"Florida Municipal Power Agency",12000,Florida,12,Florida Reliability Coordinating Council,FRCC
6579,"City of Forest City- (IA)",19000,Iowa,3,Midwest Reliability Organization,MRO
6580,"Town of Forest City",37000,North Carolina,6,Southeastern Electric Reliability Council,SERC
6582,"City of Forest Grove",41000,Oregon,8,Western Electricity Coordinating Council,WECC
6604,"City of Fort Collins - (CO)",8000,Colorado,8,Western Electricity Coordinating Council,WECC
6608,"Fort Loudoun Electric Coop",47000,Tennessee,6,Southeastern Electric Reliability Council,SERC
6610,"City of Fort Morgan",8000,Colorado,8,Western Electricity Coordinating Council,WECC
6611,"Fort Belknap Electric Coop Inc",48000,Texas,9,Texas Reliability Entity,TRE
6612,"Fort Payne Improvement Authority",1000,Alabama,6,Southeastern Electric Reliability Council,SERC
6615,"City of Fort Pierre - (SD)",46000,South Dakota,3,Midwest Reliability Organization,MRO
6616,"Fort Pierce Utilities Authority",12000,Florida,12,Florida Reliability Coordinating Council,FRCC
6617,"Fort Valley Utility Comm",13000,Georgia,6,Southeastern Electric Reliability Council,SERC
6638,"City of Fountain",8000,Colorado,8,Western Electricity Coordinating Council,WECC
6640,"Four County Elec Member Corp",37000,North Carolina,6,Southeastern Electric Reliability Council,SERC
6641,"4-County Electric Power Assn",28000,Mississippi,6,Southeastern Electric Reliability Council,SERC
6707,"City of Frankfort - (IN)",18000,Indiana,5,Reliability First Corporation,RFC
6708,"City of Frankfort - (KY)",21000,Kentucky,6,Southeastern Electric Reliability Council,SERC
6709,"Easley Combined Utility System",45000,South Carolina,6,Southeastern Electric Reliability Council,SERC
6710,"Town of Edenton - (NC)",37000,North Carolina,6,Southeastern Electric Reliability Council,SERC
6715,"City of Franklin - (VA)",51000,Virginia,6,Southeastern Electric Reliability Council,SERC
6716,"PUD No 1 of Franklin County",53000,Washington,8,Western Electricity Coordinating Council,WECC
6717,"Franklin Electric Coop - (AL)",1000,Alabama,6,Southeastern Electric Reliability Council,SERC
6718,"City of Franklin - (KY)",21000,Kentucky,6,Southeastern Electric Reliability Council,SERC
6722,"Franklin Rural Electric Coop - (IA)",19000,Iowa,3,Midwest Reliability Organization,MRO
6752,"Town of Frederick - (CO)",8000,Colorado,8,Western Electricity Coordinating Council,WECC
6758,"City of Fredericksburg - (TX)",48000,Texas,9,Texas Reliability Entity,TRE
6775,"Village of Freeport - (NY)",36000,New York,4,Northeast Power Coordinating Council,NPCC
6779,"City of Fremont - (NE)",31000,Nebraska,3,Midwest Reliability Organization,MRO
6782,"Freeborn-Mower Coop Services",27000,Minnesota,3,Midwest Reliability Organization,MRO
6784,"French Broad Elec Member Corp",37000,North Carolina,6,Southeastern Electric Reliability Council,SERC
6803,"Town of Front Royal",51000,Virginia,6,Southeastern Electric Reliability Council,SERC
6804,"Frontier Power Company",39000,Ohio,5,Reliability First Corporation,RFC
6839,"City of Fulton - (MO)",29000,Missouri,6,Southeastern Electric Reliability Council,SERC
6840,"City of Fulton - (KY)",21000,Kentucky,6,Southeastern Electric Reliability Council,SERC
6894,"City of Gaffney - (SC)",45000,South Carolina,6,Southeastern Electric Reliability Council,SERC
6907,"City of Greendale",18000,Indiana,5,Reliability First Corporation,RFC
6909,"Gainesville Regional Utilities",12000,Florida,12,Florida Reliability Coordinating Council,FRCC
6914,"City of Galion",39000,Ohio,3,Midwest Reliability Organization,MRO
6923,"City of Gallatin - (TN)",47000,Tennessee,6,Southeastern Electric Reliability Council,SERC
6930,"City of Gallup - (NM)",35000,New Mexico,8,Western Electricity Coordinating Council,WECC
6941,"City of Garden City",20000,Kansas,7,Southwest Power Pool,SPP
6949,"City of Gardner - (KS)",20000,Kansas,7,Southwest Power Pool,SPP
6950,"Garland Light & Power Company",56000,Wyoming,8,Western Electricity Coordinating Council,WECC
6957,"Garkane Energy Coop, Inc",49000,Utah,8,Western Electricity Coordinating Council,WECC
6958,"City of Garland - (TX)",48000,Texas,9,Texas Reliability Entity,TRE
6965,"City of Garnett - (KS)",20000,Kansas,7,Southwest Power Pool,SPP
7004,"Buckeye Power, Inc",39000,Ohio,5,Reliability First Corporation,RFC
7024,"Gascosage Electric Coop",29000,Missouri,6,Southeastern Electric Reliability Council,SERC
7027,"City of Gastonia - (NC)",37000,North Carolina,6,Southeastern Electric Reliability Council,SERC
7090,"GreyStone Power Corporation",13000,Georgia,6,Southeastern Electric Reliability Council,SERC
7096,"City of Geneva- (IL)",17000,Illinois,5,Reliability First Corporation,RFC
7128,"City of Georgetown - (SC)",45000,South Carolina,6,Southeastern Electric Reliability Council,SERC
7129,"City of Georgetown - (TX)",48000,Texas,9,Texas Reliability Entity,TRE
7140,"Georgia Power Co",13000,Georgia,6,Southeastern Electric Reliability Council,SERC
7149,"City of Gering - (NE)",31000,Nebraska,8,Western Electricity Coordinating Council,WECC
7174,"Gibson Electric Members Corp",47000,Tennessee,6,Southeastern Electric Reliability Council,SERC
7197,"Georgia Transmission Corp",13000,Georgia,6,Southeastern Electric Reliability Council,SERC
7222,"City of Gillette - (WY)",56000,Wyoming,8,Western Electricity Coordinating Council,WECC
7257,"City of Girard - (KS)",20000,Kansas,7,Southwest Power Pool,SPP
7262,"Glacier Electric Coop, Inc",30000,Montana,8,Western Electricity Coordinating Council,WECC
7264,"Glades Electric Coop, Inc",12000,Florida,12,Florida Reliability Coordinating Council,FRCC
7265,"City of Gladstone",26000,Michigan,11,Midcontinent Independent System Operator,MISO
7270,"City of Glasgow - (KY)",21000,Kentucky,6,Southeastern Electric Reliability Council,SERC
7279,"NextEra Energy Services, LLC",48000,Texas,9,Texas Reliability Entity,TRE
7292,"Glencoe Light & Power Comm",27000,Minnesota,3,Midwest Reliability Organization,MRO
7294,"City of Glendale - (CA)",6000,California,8,Western Electricity Coordinating Council,WECC
7300,"City of Glenwood Springs - (CO)",8000,Colorado,8,Western Electricity Coordinating Council,WECC
7303,"Raccoon Valley Electric Cooperative",19000,Iowa,3,Midwest Reliability Organization,MRO
7349,"Golden Spread Electric Cooperative, Inc",48000,Texas,7,Southwest Power Pool,SPP
7353,"Golden Valley Elec Assn Inc",2000,Alaska,1,Alaska,AK
7374,"City of Goodland - (KS)",20000,Kansas,7,Southwest Power Pool,SPP
7411,"City of Gothenburg - (NE)",31000,Nebraska,3,Midwest Reliability Organization,MRO
7443,"City of Graettinger - (IA)",19000,Iowa,3,Midwest Reliability Organization,MRO
7450,"Grady Electric Membership Corp",13000,Georgia,6,Southeastern Electric Reliability Council,SERC
7456,"Graham County Electric Coop Inc",4000,Arizona,8,Western Electricity Coordinating Council,WECC
7460,"Goodhue County Coop Elec Assn",27000,Minnesota,3,Midwest Reliability Organization,MRO
7483,"City of Grand Haven - (MI)",26000,Michigan,5,Reliability First Corporation,RFC
7484,"Grand Electric Coop, Inc",46000,South Dakota,3,Midwest Reliability Organization,MRO
7489,"Grand Rapids Public Util Comm",27000,Minnesota,3,Midwest Reliability Organization,MRO
7490,"Grand River Dam Authority",40000,Oklahoma,7,Southwest Power Pool,SPP
7548,"PUD No 1 of Grays Harbor County",53000,Washington,8,Western Electricity Coordinating Council,WECC
7554,"Green Mountain Energy Company",48000,Texas,9,Texas Reliability Entity,TRE
7558,"Grayson Rural Electric Coop Corp",21000,Kentucky,-9999,Missing,ECAR
7559,"Grayson-Collin Elec Coop, Inc",48000,Texas,9,Texas Reliability Entity,TRE
7561,"Greenbelt Electric Coop, Inc",48000,Texas,7,Southwest Power Pool,SPP
7563,"Grand Valley Power",8000,Colorado,8,Western Electricity Coordinating Council,WECC
7570,"Great River Energy",27000,Minnesota,3,Midwest Reliability Organization,MRO
7593,"City of Green Cove Springs",12000,Florida,12,Florida Reliability Coordinating Council,FRCC
7601,"Green Mountain Power Corp",50000,Vermont,4,Northeast Power Coordinating Council,NPCC
7625,"City of Greeneville - (TN)",47000,Tennessee,6,Southeastern Electric Reliability Council,SERC
7626,"City of Greenfield - (IA)",19000,Iowa,3,Midwest Reliability Organization,MRO
7627,"City of Greenfield - (IN)",18000,Indiana,5,Reliability First Corporation,RFC
7634,"City of Greenville - (TX)",48000,Texas,9,Texas Reliability Entity,TRE
7639,"Greenville Utilities Comm",37000,North Carolina,6,Southeastern Electric Reliability Council,SERC
7646,"Greenwood CPW",45000,South Carolina,6,Southeastern Electric Reliability Council,SERC
7651,"Greenwood Utilities Comm",28000,Mississippi,6,Southeastern Electric Reliability Council,SERC
7654,"Greer Commission of Public Wks",45000,South Carolina,6,Southeastern Electric Reliability Council,SERC
7679,"City of Griffin",13000,Georgia,6,Southeastern Electric Reliability Council,SERC
7716,"Groton Dept of Utilities - (CT)",9000,Connecticut,4,Northeast Power Coordinating Council,NPCC
7720,"Grundy Electric Coop, Inc",29000,Missouri,6,Southeastern Electric Reliability Council,SERC
7743,"Grundy Center Mun Light & Power",19000,Iowa,3,Midwest Reliability Organization,MRO
7750,"Guthrie County Rural E C A",19000,Iowa,3,Midwest Reliability Organization,MRO
7751,"Guadalupe Blanco River Authority",48000,Texas,9,Texas Reliability Entity,TRE
7752,"Guadalupe Valley Elec Coop Inc",48000,Texas,9,Texas Reliability Entity,TRE
7785,"Gulf Coast Electric Coop, Inc",12000,Florida,6,Southeastern Electric Reliability Council,SERC
7787,"Gunnison County Elec Assn.",8000,Colorado,8,Western Electricity Coordinating Council,WECC
7801,"Gulf Power Co",12000,Florida,6,Southeastern Electric Reliability Council,SERC
7826,"City of Gunnison - (CO)",8000,Colorado,8,Western Electricity Coordinating Council,WECC
7827,"Guntersville Electric Board",1000,Alabama,6,Southeastern Electric Reliability Council,SERC
7864,"Grundy County Rural Elec Coop",19000,Iowa,3,Midwest Reliability Organization,MRO
7870,"H-D Electric Coop Inc",46000,South Dakota,7,Southwest Power Pool,SPP
7887,"Habersham Electric Membership Corp",13000,Georgia,6,Southeastern Electric Reliability Council,SERC
7891,"Guernsey-Muskingum El Coop Inc",39000,Ohio,5,Reliability First Corporation,RFC
7908,"Hagerstown Light Department",24000,Maryland,5,Reliability First Corporation,RFC
7969,"City of Halstad - (MN)",27000,Minnesota,3,Midwest Reliability Organization,MRO
7977,"City of Hamilton - (OH)",39000,Ohio,5,Reliability First Corporation,RFC
7978,"Halifax Electric Member Corp",37000,North Carolina,6,Southeastern Electric Reliability Council,SERC
7979,"Hamilton County Elec Coop Assn",48000,Texas,9,Texas Reliability Entity,TRE
8000,"NineStar Connect",18000,Indiana,5,Reliability First Corporation,RFC
8034,"Hancock-Wood Electric Coop Inc",39000,Ohio,5,Reliability First Corporation,RFC
8055,"City of Hannibal - (MO)",29000,Missouri,6,Southeastern Electric Reliability Council,SERC
8104,"Town of Hardwick",50000,Vermont,4,Northeast Power Coordinating Council,NPCC
8122,"Harlan Municipal Utilities - (IA)",19000,Iowa,3,Midwest Reliability Organization,MRO
8147,"City of Harriman - (TN)",47000,Tennessee,6,Southeastern Electric Reliability Council,SERC
8179,"Harrison County Rural E M C",18000,Indiana,5,Reliability First Corporation,RFC
8198,"City of Harrisonburg - (VA)",51000,Virginia,6,Southeastern Electric Reliability Council,SERC
8199,"City of Harrisonville - (MO)",29000,Missouri,7,Southwest Power Pool,SPP
8210,"Hart Electric Member Corp",13000,Georgia,6,Southeastern Electric Reliability Council,SERC
8212,"Hartford Electric",55000,Wisconsin,11,Midcontinent Independent System Operator,MISO
8226,"City of Hartselle",1000,Alabama,6,Southeastern Electric Reliability Council,SERC
8245,"City of Hastings - (NE)",31000,Nebraska,3,Midwest Reliability Organization,MRO
8276,"Havana Power & Light Company",12000,Florida,12,Florida Reliability Coordinating Council,FRCC
8283,"Harrison County Rrl Elec Coop",19000,Iowa,3,Midwest Reliability Organization,MRO
8287,"Hawaii Electric Light Co Inc",15000,Hawaii,2,Hawaii,HI
8288,"City of Hawarden - (IA)",19000,Iowa,3,Midwest Reliability Organization,MRO
8307,"Hawley Public Utilities Comm",27000,Minnesota,3,Midwest Reliability Organization,MRO
8319,"Heartland Power Coop",19000,Iowa,3,Midwest Reliability Organization,MRO
8333,"Haywood Electric Member Corp",37000,North Carolina,6,Southeastern Electric Reliability Council,SERC
8348,"City of Healdsburg - (CA)",6000,California,8,Western Electricity Coordinating Council,WECC
8366,"Heber Light & Power Company",49000,Utah,8,Western Electricity Coordinating Council,WECC
8375,"City of Hebron - (NE)",31000,Nebraska,3,Midwest Reliability Organization,MRO
8447,"Hendricks County Rural E M C",18000,Indiana,5,Reliability First Corporation,RFC
8449,"Henderson City Utility Comm",21000,Kentucky,6,Southeastern Electric Reliability Council,SERC
8466,"Henry County Rural E M C",18000,Indiana,5,Reliability First Corporation,RFC
8515,"City of Hermiston",41000,Oregon,8,Western Electricity Coordinating Council,WECC
8543,"Hibbing Public Utilities Comm",27000,Minnesota,3,Midwest Reliability Organization,MRO
8548,"City of Hickman",21000,Kentucky,6,Southeastern Electric Reliability Council,SERC
8566,"High Plains Power Inc",56000,Wyoming,8,Western Electricity Coordinating Council,WECC
8570,"Highline Electric Assn",8000,Colorado,8,Western Electricity Coordinating Council,WECC
8571,"Town of High Point",37000,North Carolina,6,Southeastern Electric Reliability Council,SERC
8573,"City of Highland",17000,Illinois,6,Southeastern Electric Reliability Council,SERC
8574,"Jackson Electric Coop, Inc - (WI)",55000,Wisconsin,3,Midwest Reliability Organization,MRO
8610,"City of Hinton",19000,Iowa,3,Midwest Reliability Organization,MRO
8620,"HILCO Electric Cooperative, Inc.",48000,Texas,9,Texas Reliability Entity,TRE
8631,"Hillsdale Board of Public Wks",26000,Michigan,5,Reliability First Corporation,RFC
8632,"Hill County Electric Coop, Inc",30000,Montana,8,Western Electricity Coordinating Council,WECC
8637,"Hino Electric Holding Company, LP.",48000,Texas,9,Texas Reliability Entity,TRE
8699,"Inland Power & Light Company",53000,Washington,8,Western Electricity Coordinating Council,WECC
8717,"City of Holdrege",31000,Nebraska,3,Midwest Reliability Organization,MRO
8723,"City of Holland",26000,Michigan,5,Reliability First Corporation,RFC
8748,"City of Holly Springs",28000,Mississippi,6,Southeastern Electric Reliability Council,SERC
8761,"Holmes-Wayne Electric Coop Inc",39000,Ohio,5,Reliability First Corporation,RFC
8764,"Holston Electric Coop, Inc",47000,Tennessee,6,Southeastern Electric Reliability Council,SERC
8770,"City of Holton  - (KS)",20000,Kansas,7,Southwest Power Pool,SPP
8773,"Holy Cross Electric Assn, Inc",8000,Colorado,8,Western Electricity Coordinating Council,WECC
8774,"City of Holyoke - (MA)",25000,Massachusetts,4,Northeast Power Coordinating Council,NPCC
8780,"Fox Islands Electric Coop, Inc",23000,Maine,4,Northeast Power Coordinating Council,NPCC
8786,"Horry Electric Coop Inc",45000,South Carolina,6,Southeastern Electric Reliability Council,SERC
8795,"City of Homestead - (FL)",12000,Florida,12,Florida Reliability Coordinating Council,FRCC
8796,"City of Hingham - (MA)",25000,Massachusetts,4,Northeast Power Coordinating Council,NPCC
8824,"M J M Electric Cooperative Inc",17000,Illinois,5,Reliability First Corporation,RFC
8830,"Hood River Electric Coop",41000,Oregon,8,Western Electricity Coordinating Council,WECC
8840,"City of Hope",5000,Arkansas,7,Southwest Power Pool,SPP
8846,"City of Hopkinsville",21000,Kentucky,6,Southeastern Electric Reliability Council,SERC
8883,"Houlton Water Company",23000,Maine,4,Northeast Power Coordinating Council,NPCC
8884,"Terrebonne Parish Consol Gov't",22000,Louisiana,7,Southwest Power Pool,SPP
8898,"Houston County Elec Coop Inc",48000,Texas,9,Texas Reliability Entity,TRE
8901,"CenterPoint Energy",48000,Texas,9,Texas Reliability Entity,TRE
8911,"Howard Electric Coop",29000,Missouri,6,Southeastern Electric Reliability Council,SERC
8924,"Howard Greeley Rural P P D",31000,Nebraska,3,Midwest Reliability Organization,MRO
8934,"Howell-Oregon Elec Coop, Inc",29000,Missouri,6,Southeastern Electric Reliability Council,SERC
8972,"City of Hudson - (OH)",39000,Ohio,5,Reliability First Corporation,RFC
8973,"Town of Hudson - (MA)",25000,Massachusetts,4,Northeast Power Coordinating Council,NPCC
9011,"City of Hugoton - (KS)",20000,Kansas,7,Southwest Power Pool,SPP
9023,"City of Humboldt",47000,Tennessee,6,Southeastern Electric Reliability Council,SERC
9087,"Town of Huntersville - (NC)",37000,North Carolina,6,Southeastern Electric Reliability Council,SERC
9094,"City of Huntsville - (AL)",1000,Alabama,6,Southeastern Electric Reliability Council,SERC
9096,"City of Lafayette - (LA)",22000,Louisiana,7,Southwest Power Pool,SPP
9124,"Hustisford Utilities",55000,Wisconsin,11,Midcontinent Independent System Operator,MISO
9128,"Hurricane City Power",49000,Utah,8,Western Electricity Coordinating Council,WECC
9130,"Hutchinson Utilities Comm",27000,Minnesota,3,Midwest Reliability Organization,MRO
9163,"Hyrum City Corporation",49000,Utah,8,Western Electricity Coordinating Council,WECC
9187,"City of Idaho Falls - (ID)",16000,Idaho,8,Western Electricity Coordinating Council,WECC
9191,"Idaho Power Co",16000,Idaho,8,Western Electricity Coordinating Council,WECC
9209,"Illinois Rural Electric Coop",17000,Illinois,5,Reliability First Corporation,RFC
9216,"Imperial Irrigation District",6000,California,8,Western Electricity Coordinating Council,WECC
9217,"City of Imperial",31000,Nebraska,3,Midwest Reliability Organization,MRO
9230,"City of Independence - (IA)",19000,Iowa,11,Midcontinent Independent System Operator,MISO
9231,"City of Independence - (MO)",29000,Missouri,7,Southwest Power Pool,SPP
9234,"Indiana Municipal Power Agency",18000,Indiana,5,Reliability First Corporation,RFC
9246,"Indian Electric Coop, Inc",40000,Oklahoma,7,Southwest Power Pool,SPP
9267,"Hoosier Energy R E C, Inc",18000,Indiana,5,Reliability First Corporation,RFC
9269,"Indiana-Kentucky Electric Corp",39000,Ohio,5,Reliability First Corporation,RFC
9273,"Indianapolis Power & Light Co",18000,Indiana,5,Reliability First Corporation,RFC
9275,"Indianola Municipal Utilities",19000,Iowa,3,Midwest Reliability Organization,MRO
9286,"Illinois Municipal Elec Agency",17000,Illinois,6,Southeastern Electric Reliability Council,SERC
9292,"Inter County Energy Coop Corp",21000,Kentucky,5,Reliability First Corporation,RFC
9324,"Indiana Michigan Power Co",18000,Indiana,5,Reliability First Corporation,RFC
9331,"Intercounty Electric Coop Assn",29000,Missouri,6,Southeastern Electric Reliability Council,SERC
9336,"Intermountain Rural Elec Assn",8000,Colorado,8,Western Electricity Coordinating Council,WECC
9417,"Interstate Power and Light Co",19000,Iowa,3,Midwest Reliability Organization,MRO
9418,"City of Iola - (KS)",20000,Kansas,7,Southwest Power Pool,SPP
9425,"Iowa Lakes Electric Coop",19000,Iowa,3,Midwest Reliability Organization,MRO
9431,"Irwin Electric Membership Corp",13000,Georgia,6,Southeastern Electric Reliability Council,SERC
9442,"Town of Ipswich - (MA)",25000,Massachusetts,4,Northeast Power Coordinating Council,NPCC
9475,"Itasca-Mantrap Co-op Electrical Assn",27000,Minnesota,3,Midwest Reliability Organization,MRO
9575,"Jackson Energy Coop Corp - (KY)",21000,Kentucky,6,Southeastern Electric Reliability Council,SERC
9576,"Jackson County Rural E M C - (IN)",18000,Indiana,5,Reliability First Corporation,RFC
9590,"Jackson Electric Coop, Inc - (TX)",48000,Texas,9,Texas Reliability Entity,TRE
9598,"City of Jackson - (OH)",39000,Ohio,5,Reliability First Corporation,RFC
9599,"City of Jackson - (MN)",27000,Minnesota,3,Midwest Reliability Organization,MRO
9601,"Jackson Electric Member Corp - (GA)",13000,Georgia,6,Southeastern Electric Reliability Council,SERC
9603,"City of Jackson - (MO)",29000,Missouri,5,Reliability First Corporation,RFC
9605,"Jackson Purchase Energy Corporation",21000,Kentucky,6,Southeastern Electric Reliability Council,SERC
9612,"City of Jackson - (TN)",47000,Tennessee,6,Southeastern Electric Reliability Council,SERC
9613,"City of Lebanon - (IN)",18000,Indiana,5,Reliability First Corporation,RFC
9616,"Beaches Energy Services",12000,Florida,12,Florida Reliability Coordinating Council,FRCC
9617,"JEA",12000,Florida,12,Florida Reliability Coordinating Council,FRCC
9645,"Jamestown Board of Public Util",36000,New York,4,Northeast Power Coordinating Council,NPCC
9664,"City of Jasper - (TX)",48000,Texas,6,Southeastern Electric Reliability Council,SERC
9665,"Jasper County Rural E M C",18000,Indiana,5,Reliability First Corporation,RFC
9666,"Jay County Rural E M C",18000,Indiana,5,Reliability First Corporation,RFC
9667,"City of Jasper - (IN)",18000,Indiana,5,Reliability First Corporation,RFC
9668,"Jasper-Newton Elec Coop, Inc",48000,Texas,6,Southeastern Electric Reliability Council,SERC
9682,"Jefferson Davis Elec Coop, Inc",22000,Louisiana,6,Southeastern Electric Reliability Council,SERC
9689,"Jefferson Electric Member Corp",13000,Georgia,6,Southeastern Electric Reliability Council,SERC
9690,"Jefferson Utilities",55000,Wisconsin,11,Midcontinent Independent System Operator,MISO
9697,"City of Jellico",47000,Tennessee,6,Southeastern Electric Reliability Council,SERC
9699,"Jemez Mountains Elec Coop, Inc",35000,New Mexico,8,Western Electricity Coordinating Council,WECC
9726,"Jersey Central Power & Lt Co",39000,Ohio,5,Reliability First Corporation,RFC
9734,"City of Jewett City - (CT)",9000,Connecticut,4,Northeast Power Coordinating Council,NPCC
9739,"Joe Wheeler Elec Member Corp",1000,Alabama,6,Southeastern Electric Reliability Council,SERC
9750,"Jo-Carroll Energy, Inc",17000,Illinois,3,Midwest Reliability Organization,MRO
9777,"Johnson City - (TN)",47000,Tennessee,6,Southeastern Electric Reliability Council,SERC
9778,"Johnson County Rural E M C",18000,Indiana,5,Reliability First Corporation,RFC
9837,"Jones-Onslow Elec Member Corp",37000,North Carolina,6,Southeastern Electric Reliability Council,SERC
9879,"City Water and Light Plant",5000,Arkansas,7,Southwest Power Pool,SPP
9922,"Jump River Electric Coop Inc",55000,Wisconsin,3,Midwest Reliability Organization,MRO
9936,"Juneau Utility Comm",55000,Wisconsin,11,Midcontinent Independent System Operator,MISO
9949,"Just Energy",-9999,Canada,-9999,Missing,Missing
9961,"Kansas Electric Power Coop Inc",20000,Kansas,7,Southwest Power Pool,SPP
9964,"Kenergy Corp",21000,Kentucky,6,Southeastern Electric Reliability Council,SERC
9979,"KAMO Electric Coop Inc",40000,Oklahoma,7,Southwest Power Pool,SPP
9991,"Kandiyohi Power Coop",27000,Minnesota,3,Midwest Reliability Organization,MRO
9996,"City of Kansas City - (KS)",20000,Kansas,7,Southwest Power Pool,SPP
9999,"Kankakee Valley Rural E M C",18000,Indiana,5,Reliability First Corporation,RFC
10000,"Kansas City Power & Light Co",29000,Missouri,7,Southwest Power Pool,SPP
10005,"Kansas Gas & Electric Co",20000,Kansas,7,Southwest Power Pool,SPP
10009,"Karnes Electric Coop Inc",48000,Texas,9,Texas Reliability Entity,TRE
10012,"Kay Electric Coop",40000,Oklahoma,7,Southwest Power Pool,SPP
10019,"FreeState Electric Coop",20000,Kansas,7,Southwest Power Pool,SPP
10035,"Kansas Municipal Energy Agency",20000,Kansas,7,Southwest Power Pool,SPP
10056,"City of Kaukauna",55000,Wisconsin,11,Midcontinent Independent System Operator,MISO
10057,"City of Lamar - (MO)",29000,Missouri,7,Southwest Power Pool,SPP
10063,"Kaysville City Corporation",49000,Utah,8,Western Electricity Coordinating Council,WECC
10065,"KBR Rural Public Power District",31000,Nebraska,3,Midwest Reliability Organization,MRO
10066,"K C Electric Association",8000,Colorado,8,Western Electricity Coordinating Council,WECC
10071,"Kauai Island Utility Cooperative",15000,Hawaii,2,Hawaii,HICC
10144,"Kennebunk Light & Power Dist",23000,Maine,4,Northeast Power Coordinating Council,NPCC
10152,"City of Kennett - (MO)",29000,Missouri,7,Southwest Power Pool,SPP
10153,"KEM Electric Coop Inc",38000,North Dakota,3,Midwest Reliability Organization,MRO
10170,"Kiamichi Electric Coop, Inc",40000,Oklahoma,7,Southwest Power Pool,SPP
10171,"Kentucky Utilities Co",21000,Kentucky,6,Southeastern Electric Reliability Council,SERC
10179,"Kenyon Municipal Utilities",27000,Minnesota,3,Midwest Reliability Organization,MRO
10210,"Ketchikan Public Utilities",2000,Alaska,1,Alaska,AK
10226,"City of Key West - (FL)",12000,Florida,12,Florida Reliability Coordinating Council,FRCC
10260,"City of Kimball - (NE)",31000,Nebraska,8,Western Electricity Coordinating Council,WECC
10321,"City of Kingman - (KS)",20000,Kansas,7,Southwest Power Pool,SPP
10324,"City of Kings Mountain - (NC)",37000,North Carolina,6,Southeastern Electric Reliability Council,SERC
10325,"Kings River Conservation Dist",6000,California,8,Western Electricity Coordinating Council,WECC
10331,"Kingsport Power Co",39000,Ohio,5,Reliability First Corporation,RFC
10345,"City of Kinston - (NC)",37000,North Carolina,6,Southeastern Electric Reliability Council,SERC
10370,"City of Kirkwood - (MO)",29000,Missouri,5,Reliability First Corporation,RFC
10376,"Kissimmee Utility Authority",12000,Florida,12,Florida Reliability Coordinating Council,FRCC
10378,"Kit Carson Electric Coop, Inc",35000,New Mexico,8,Western Electricity Coordinating Council,WECC
10393,"PUD No 1 of Klickitat County",53000,Washington,8,Western Electricity Coordinating Council,WECC
10421,"Knoxville Utilities Board",47000,Tennessee,6,Southeastern Electric Reliability Council,SERC
10433,"Kodiak Electric Assn Inc",2000,Alaska,1,Alaska,AK
10448,"Kosciusko County Rural E M C",18000,Indiana,5,Reliability First Corporation,RFC
10451,"Kotzebue Electric Assn Inc",2000,Alaska,1,Alaska,AK
10454,"Kootenai Electric Coop Inc",16000,Idaho,8,Western Electricity Coordinating Council,WECC
10508,"Village of L'Anse - (MI)",26000,Michigan,11,Midcontinent Independent System Operator,MISO
10539,"La Plata Electric Assn, Inc",8000,Colorado,8,Western Electricity Coordinating Council,WECC
10550,"McCook Public Power District",31000,Nebraska,7,Southwest Power Pool,SPP
10558,"LaCreek Electric Assn, Inc",46000,South Dakota,3,Midwest Reliability Organization,MRO
10562,"Lagrange County Rural E M C",18000,Indiana,5,Reliability First Corporation,RFC
10574,"L & O Power Co-operative",19000,Iowa,3,Midwest Reliability Organization,MRO
10579,"City of LaFollette",47000,Tennessee,6,Southeastern Electric Reliability Council,SERC
10585,"City of La Grange - (GA)",13000,Georgia,6,Southeastern Electric Reliability Council,SERC
10595,"City of Lake City - (MN)",27000,Minnesota,3,Midwest Reliability Organization,MRO
10596,"City of Lake Crystal - (MN)",27000,Minnesota,3,Midwest Reliability Organization,MRO
10599,"Lake Region Electric Coop, Inc - (OK)",40000,Oklahoma,7,Southwest Power Pool,SPP
10603,"Laclede Electric Coop, Inc",29000,Missouri,6,Southeastern Electric Reliability Council,SERC
10605,"Lake Mills Light & Water",55000,Wisconsin,11,Midcontinent Independent System Operator,MISO
10606,"City of Lake Mills",19000,Iowa,3,Midwest Reliability Organization,MRO
10610,"Lake Placid Village, Inc - (NY)",36000,New York,4,Northeast Power Coordinating Council,NPCC
10618,"Lake Region Electric Cooperative - (MN)",27000,Minnesota,3,Midwest Reliability Organization,MRO
10620,"City of Lake Worth - (FL)",12000,Florida,12,Florida Reliability Coordinating Council,FRCC
10623,"City of Lakeland - (FL)",12000,Florida,12,Florida Reliability Coordinating Council,FRCC
10624,"Southern Rivers Energy",13000,Georgia,6,Southeastern Electric Reliability Council,SERC
